'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
3435,-3.733,-0.137,-4.679,3.969,-5.273,-0.229,0.786,0.736
3436,-3.851,-0.177,-4.983,3.905,-5.216,-0.225,0.772,0.724
3437,-3.915,-0.229,-5.229,3.848,-5.179,-0.222,0.762,0.714
3438,-3.921,-0.285,-5.355,3.8,-5.163,-0.22,0.758,0.705
3439,-3.876,-0.337,-5.353,3.762,-5.169,-0.219,0.759,0.698
3440,-3.792,-0.379,-5.26,3.734,-5.197,-0.217,0.765,0.693
3441,-3.687,-0.41,-5.144,3.713,-5.246,-0.216,0.776,0.689
3442,-3.577,-0.426,-5.079,3.7,-5.312,-0.215,0.789,0.686
3443,-3.473,-0.431,-5.125,3.691,-5.391,-0.214,0.803,0.685
3444,-3.383,-0.424,-5.319,3.683,-5.477,-0.215,0.817,0.684
3445,-3.308,-0.407,-5.662,3.672,-5.567,-0.218,0.83,0.682
3446,-3.251,-0.383,-6.125,3.655,-5.656,-0.224,0.841,0.679
3447,-3.214,-0.353,-6.653,3.63,-5.74,-0.233,0.851,0.675
3448,-3.198,-0.324,-7.181,3.595,-5.817,-0.243,0.859,0.669
3449,-3.203,-0.303,-7.642,3.551,-5.884,-0.254,0.867,0.662
3450,-3.226,-0.297,-7.98,3.496,-5.943,-0.264,0.874,0.652
3451,-3.261,-0.312,-8.154,3.432,-5.995,-0.27,0.882,0.64
3452,-3.298,-0.35,-8.134,3.359,-6.042,-0.271,0.891,0.627
3453,-3.325,-0.409,-7.901,3.278,-6.09,-0.268,0.902,0.611
3454,-3.329,-0.485,-7.448,3.193,-6.145,-0.261,0.917,0.595
3455,-3.299,-0.569,-6.786,3.109,-6.212,-0.252,0.937,0.578
3456,-3.229,-0.653,-5.951,3.027,-6.298,-0.245,0.962,0.562
3457,-3.12,-0.729,-5.003,2.952,-6.408,-0.242,0.993,0.547
3458,-2.981,-0.791,-4.025,2.883,-6.544,-0.242,1.028,0.534
3459,-2.825,-0.834,-3.109,2.819,-6.709,-0.246,1.069,0.521
3460,-2.667,-0.86,-2.343,2.759,-6.902,-0.252,1.112,0.509
3461,-2.51,-0.873,-1.803,2.699,-7.124,-0.258,1.159,0.498
3462,-2.351,-0.88,-1.547,2.636,-7.374,-0.261,1.208,0.486
3463,-2.18,-0.892,-1.614,2.567,-7.648,-0.262,1.257,0.473
3464,-1.986,-0.918,-2.027,2.492,-7.942,-0.259,1.308,0.46
3465,-1.765,-0.967,-2.789,2.411,-8.25,-0.254,1.357,0.445
3466,-1.522,-1.044,-3.871,2.327,-8.565,-0.248,1.404,0.431
3467,-1.272,-1.142,-5.213,2.241,-8.877,-0.245,1.449,0.416
3468,-1.032,-1.251,-6.722,2.156,-9.178,-0.245,1.49,0.401
3469,-0.818,-1.358,-8.293,2.07,-9.458,-0.25,1.526,0.386
3470,-0.641,-1.448,-9.818,1.984,-9.705,-0.261,1.557,0.371
3471,-0.504,-1.514,-11.206,1.896,-9.914,-0.276,1.583,0.356
3472,-0.403,-1.554,-12.383,1.805,-10.076,-0.294,1.602,0.339
3473,-0.333,-1.573,-13.292,1.711,-10.189,-0.314,1.614,0.322
3474,-0.289,-1.579,-13.887,1.612,-10.252,-0.334,1.62,0.304
3475,-0.268,-1.583,-14.132,1.509,-10.268,-0.353,1.621,0.285
3476,-0.271,-1.595,-13.994,1.403,-10.24,-0.368,1.617,0.265
3477,-0.304,-1.62,-13.453,1.296,-10.174,-0.379,1.61,0.244
3478,-0.371,-1.662,-12.514,1.188,-10.075,-0.383,1.6,0.224
3479,-0.47,-1.716,-11.215,1.086,-9.95,-0.381,1.59,0.204
3480,-0.595,-1.771,-9.632,0.995,-9.805,-0.374,1.578,0.186
3481,-0.732,-1.815,-7.873,0.921,-9.646,-0.361,1.565,0.172
3482,-0.864,-1.836,-6.068,0.873,-9.482,-0.347,1.553,0.162
3483,-0.979,-1.828,-4.353,0.853,-9.322,-0.332,1.539,0.158
3484,-1.07,-1.794,-2.853,0.863,-9.174,-0.319,1.527,0.159
3485,-1.141,-1.741,-1.676,0.897,-9.049,-0.307,1.515,0.165
3486,-1.199,-1.685,-0.896,0.946,-8.953,-0.299,1.505,0.174
3487,-1.248,-1.638,-0.555,1.001,-8.889,-0.293,1.497,0.184
3488,-1.292,-1.611,-0.659,1.052,-8.857,-0.29,1.49,0.193
3489,-1.326,-1.603,-1.18,1.089,-8.852,-0.289,1.484,0.201
3490,-1.343,-1.61,-2.051,1.107,-8.871,-0.291,1.479,0.204
3491,-1.334,-1.621,-3.178,1.104,-8.906,-0.294,1.474,0.204
3492,-1.294,-1.625,-4.448,1.081,-8.955,-0.298,1.471,0.2
3493,-1.222,-1.618,-5.747,1.043,-9.01,-0.301,1.468,0.194
3494,-1.123,-1.598,-6.973,0.995,-9.068,-0.303,1.467,0.185
3495,-1.005,-1.572,-8.049,0.946,-9.122,-0.303,1.466,0.176
3496,-0.88,-1.544,-8.929,0.899,-9.168,-0.299,1.466,0.168
3497,-0.76,-1.519,-9.595,0.858,-9.199,-0.294,1.465,0.16
3498,-0.657,-1.499,-10.054,0.822,-9.214,-0.286,1.463,0.154
3499,-0.578,-1.485,-10.324,0.788,-9.209,-0.279,1.46,0.148
3500,-0.531,-1.473,-10.428,0.753,-9.184,-0.273,1.454,0.141
3501,-0.516,-1.462,-10.387,0.715,-9.136,-0.27,1.445,0.134
3502,-0.535,-1.454,-10.218,0.673,-9.067,-0.27,1.434,0.126
3503,-0.587,-1.452,-9.933,0.628,-8.976,-0.272,1.42,0.118
3504,-0.669,-1.462,-9.545,0.582,-8.863,-0.273,1.402,0.109
3505,-0.775,-1.487,-9.06,0.535,-8.729,-0.271,1.382,0.1
3506,-0.897,-1.525,-8.484,0.491,-8.577,-0.264,1.36,0.092
3507,-1.028,-1.572,-7.817,0.451,-8.412,-0.252,1.336,0.084
3508,-1.158,-1.619,-7.059,0.418,-8.24,-0.235,1.311,0.078
3509,-1.282,-1.658,-6.222,0.391,-8.067,-0.215,1.288,0.073
3510,-1.392,-1.687,-5.338,0.373,-7.902,-0.197,1.266,0.069
3511,-1.486,-1.707,-4.471,0.361,-7.751,-0.182,1.247,0.067
3512,-1.559,-1.722,-3.703,0.352,-7.617,-0.173,1.23,0.065
3513,-1.613,-1.741,-3.125,0.345,-7.503,-0.17,1.215,0.064
3514,-1.647,-1.765,-2.815,0.336,-7.407,-0.171,1.201,0.062
3515,-1.663,-1.795,-2.815,0.324,-7.328,-0.175,1.186,0.06
3516,-1.665,-1.825,-3.126,0.31,-7.263,-0.18,1.171,0.057
3517,-1.655,-1.848,-3.713,0.299,-7.206,-0.185,1.154,0.055
3518,-1.637,-1.854,-4.512,0.291,-7.157,-0.189,1.137,0.054
3519,-1.617,-1.836,-5.449,0.29,-7.112,-0.193,1.119,0.054
3520,-1.601,-1.794,-6.451,0.295,-7.068,-0.198,1.1,0.055
3521,-1.598,-1.732,-7.459,0.304,-7.019,-0.206,1.08,0.057
3522,-1.621,-1.661,-8.428,0.316,-6.96,-0.217,1.059,0.059
3523,-1.682,-1.592,-9.33,0.327,-6.882,-0.232,1.034,0.061
3524,-1.794,-1.535,-10.158,0.334,-6.778,-0.248,1.006,0.062
3525,-1.965,-1.499,-10.913,0.333,-6.638,-0.263,0.972,0.062
3526,-2.199,-1.484,-11.602,0.322,-6.456,-0.273,0.93,0.06
3527,-2.495,-1.49,-12.223,0.297,-6.225,-0.276,0.879,0.056
3528,-2.84,-1.513,-12.756,0.257,-5.943,-0.269,0.82,0.048
3529,-3.219,-1.548,-13.155,0.201,-5.61,-0.25,0.753,0.038
3530,-3.608,-1.59,-13.349,0.133,-5.23,-0.222,0.679,0.025
3531,-3.983,-1.637,-13.242,0.058,-4.812,-0.189,0.602,0.011
3532,-4.319,-1.688,-12.74,-0.017,-4.364,-0.155,0.524,-0.003
3533,-4.598,-1.747,-11.776,-0.086,-3.899,-0.125,0.448,-0.016
3534,-4.806,-1.819,-10.339,-0.141,-3.43,-0.101,0.377,-0.026
3535,-4.944,-1.91,-8.495,-0.18,-2.968,-0.086,0.313,-0.034
3536,-5.023,-2.022,-6.385,-0.202,-2.526,-0.077,0.256,-0.038
3537,-5.064,-2.152,-4.213,-0.212,-2.115,-0.073,0.206,-0.039
3538,-5.093,-2.29,-2.202,-0.213,-1.744,-0.068,0.162,-0.039
3539,-5.13,-2.422,-0.563,-0.212,-1.423,-0.062,0.123,-0.039
3540,-5.189,-2.532,0.549,-0.217,-1.154,-0.051,0.087,-0.04
3541,-5.27,-2.609,1.047,-0.23,-0.942,-0.038,0.055,-0.042
3542,-5.37,-2.646,0.927,-0.257,-0.783,-0.022,0.024,-0.047
3543,-5.479,-2.646,0.252,-0.293,-0.675,-0.006,-0.004,-0.054
3544,-5.59,-2.622,-0.859,-0.336,-0.61,0.008,-0.03,-0.062
3545,-5.694,-2.589,-2.252,-0.375,-0.581,0.02,-0.053,-0.069
3546,-5.778,-2.563,-3.763,-0.404,-0.581,0.026,-0.072,-0.075
3547,-5.83,-2.55,-5.238,-0.415,-0.601,0.027,-0.087,-0.077
3548,-5.836,-2.551,-6.56,-0.406,-0.637,0.022,-0.098,-0.076
3549,-5.788,-2.558,-7.656,-0.382,-0.68,0.01,-0.104,-0.071
3550,-5.69,-2.559,-8.504,-0.347,-0.725,-0.005,-0.106,-0.065
3551,-5.557,-2.545,-9.118,-0.31,-0.768,-0.022,-0.106,-0.058
3552,-5.417,-2.512,-9.524,-0.276,-0.803,-0.038,-0.105,-0.052
3553,-5.298,-2.466,-9.741,-0.25,-0.829,-0.048,-0.103,-0.047
3554,-5.224,-2.418,-9.765,-0.23,-0.845,-0.051,-0.1,-0.043
3555,-5.206,-2.379,-9.568,-0.214,-0.853,-0.047,-0.096,-0.04
3556,-5.238,-2.357,-9.117,-0.193,-0.858,-0.039,-0.089,-0.036
3557,-5.296,-2.353,-8.387,-0.16,-0.868,-0.029,-0.078,-0.03
3558,-5.346,-2.356,-7.388,-0.108,-0.89,-0.023,-0.061,-0.02
3559,-5.359,-2.351,-6.178,-0.032,-0.932,-0.023,-0.038,-0.006
3560,-5.315,-2.322,-4.861,0.07,-1.001,-0.031,-0.008,0.013
3561,-5.214,-2.258,-3.578,0.197,-1.1,-0.046,0.026,0.037
3562,-5.072,-2.155,-2.475,0.345,-1.23,-0.066,0.064,0.064
3563,-4.912,-2.02,-1.675,0.504,-1.392,-0.088,0.104,0.093
3564,-4.753,-1.863,-1.251,0.667,-1.585,-0.108,0.144,0.123
3565,-4.599,-1.699,-1.214,0.827,-1.808,-0.124,0.186,0.152
3566,-4.44,-1.541,-1.526,0.975,-2.062,-0.136,0.229,0.18
3567,-4.26,-1.399,-2.116,1.11,-2.346,-0.142,0.274,0.205
3568,-4.043,-1.278,-2.911,1.232,-2.656,-0.146,0.322,0.228
3569,-3.782,-1.18,-3.844,1.344,-2.987,-0.147,0.372,0.249
3570,-3.482,-1.104,-4.869,1.452,-3.331,-0.149,0.424,0.269
3571,-3.154,-1.045,-5.953,1.562,-3.679,-0.151,0.475,0.29
3572,-2.818,-0.994,-7.062,1.679,-4.022,-0.154,0.526,0.313
3573,-2.492,-0.946,-8.155,1.802,-4.352,-0.161,0.575,0.336
3574,-2.193,-0.896,-9.18,1.926,-4.66,-0.171,0.621,0.36
3575,-1.93,-0.839,-10.072,2.047,-4.939,-0.184,0.663,0.383
3576,-1.714,-0.774,-10.775,2.158,-5.185,-0.201,0.701,0.405
3577,-1.545,-0.696,-11.249,2.255,-5.393,-0.219,0.734,0.423
3578,-1.424,-0.604,-11.487,2.337,-5.558,-0.237,0.762,0.439
3579,-1.347,-0.498,-11.519,2.408,-5.679,-0.253,0.785,0.452
3580,-1.31,-0.383,-11.399,2.472,-5.757,-0.266,0.801,0.464
3581,-1.308,-0.269,-11.184,2.531,-5.794,-0.275,0.81,0.475
3582,-1.335,-0.169,-10.907,2.586,-5.796,-0.279,0.814,0.485
3583,-1.389,-0.096,-10.568,2.635,-5.769,-0.28,0.812,0.494
3584,-1.467,-0.058,-10.135,2.675,-5.721,-0.278,0.808,0.501
3585,-1.564,-0.056,-9.564,2.705,-5.654,-0.275,0.802,0.506
3586,-1.675,-0.086,-8.821,2.724,-5.575,-0.271,0.796,0.509
3587,-1.793,-0.139,-7.907,2.736,-5.487,-0.268,0.79,0.51
3588,-1.91,-0.203,-6.854,2.742,-5.396,-0.267,0.784,0.51
3589,-2.015,-0.267,-5.73,2.749,-5.31,-0.266,0.781,0.511
3590,-2.097,-0.323,-4.616,2.758,-5.235,-0.266,0.78,0.511
3591,-2.147,-0.362,-3.597,2.774,-5.182,-0.266,0.781,0.513
3592,-2.161,-0.381,-2.746,2.799,-5.158,-0.266,0.786,0.517
3593,-2.139,-0.377,-2.132,2.833,-5.169,-0.264,0.795,0.523
3594,-2.09,-0.353,-1.815,2.877,-5.217,-0.261,0.807,0.53
3595,-2.025,-0.313,-1.844,2.929,-5.299,-0.256,0.822,0.54
3596,-1.958,-0.268,-2.248,2.987,-5.409,-0.251,0.838,0.551
3597,-1.895,-0.229,-3.021,3.046,-5.537,-0.246,0.853,0.563
3598,-1.842,-0.205,-4.108,3.099,-5.671,-0.241,0.866,0.574
3599,-1.797,-0.203,-5.412,3.141,-5.803,-0.236,0.876,0.583
3600,-1.757,-0.222,-6.812,3.17,-5.922,-0.233,0.883,0.59
3601,-1.717,-0.257,-8.189,3.184,-6.025,-0.23,0.887,0.594
3602,-1.672,-0.297,-9.441,3.186,-6.106,-0.229,0.888,0.596
3603,-1.617,-0.334,-10.495,3.179,-6.164,-0.23,0.887,0.596
3604,-1.546,-0.361,-11.297,3.168,-6.194,-0.233,0.884,0.595
3605,-1.458,-0.374,-11.805,3.156,-6.193,-0.238,0.878,0.593
3606,-1.355,-0.371,-11.986,3.145,-6.157,-0.244,0.869,0.591
3607,-1.247,-0.355,-11.824,3.134,-6.08,-0.25,0.857,0.589
3608,-1.153,-0.329,-11.331,3.12,-5.961,-0.255,0.84,0.586
3609,-1.096,-0.298,-10.559,3.1,-5.805,-0.257,0.819,0.581
3610,-1.102,-0.267,-9.602,3.073,-5.616,-0.255,0.795,0.575
3611,-1.193,-0.243,-8.587,3.035,-5.405,-0.248,0.767,0.567
3612,-1.384,-0.236,-7.656,2.986,-5.179,-0.237,0.735,0.557
3613,-1.677,-0.255,-6.941,2.924,-4.941,-0.225,0.699,0.544
3614,-2.06,-0.308,-6.539,2.849,-4.691,-0.211,0.657,0.53
3615,-2.513,-0.402,-6.486,2.759,-4.427,-0.198,0.608,0.513
3616,-3.005,-0.535,-6.738,2.653,-4.143,-0.184,0.553,0.494
3617,-3.501,-0.701,-7.175,2.531,-3.838,-0.168,0.491,0.471
3618,-3.962,-0.889,-7.615,2.397,-3.513,-0.147,0.425,0.447
3619,-4.351,-1.08,-7.862,2.256,-3.178,-0.122,0.359,0.421
3620,-4.64,-1.261,-7.756,2.114,-2.846,-0.092,0.299,0.394
3621,-4.809,-1.417,-7.22,1.979,-2.535,-0.063,0.247,0.369
3622,-4.86,-1.543,-6.283,1.857,-2.262,-0.038,0.208,0.345
3623,-4.812,-1.641,-5.076,1.751,-2.038,-0.023,0.181,0.325
3624,-4.7,-1.718,-3.795,1.663,-1.87,-0.018,0.166,0.308
3625,-4.57,-1.783,-2.655,1.59,-1.755,-0.025,0.159,0.294
3626,-4.465,-1.846,-1.836,1.529,-1.686,-0.038,0.156,0.282
3627,-4.417,-1.907,-1.447,1.477,-1.651,-0.052,0.154,0.272
3628,-4.44,-1.963,-1.509,1.428,-1.642,-0.064,0.152,0.263
3629,-4.531,-2.01,-1.965,1.381,-1.65,-0.07,0.148,0.255
3630,-4.668,-2.044,-2.702,1.335,-1.673,-0.071,0.143,0.247
3631,-4.823,-2.063,-3.583,1.294,-1.712,-0.067,0.139,0.239
3632,-4.964,-2.073,-4.468,1.262,-1.772,-0.062,0.139,0.234
3633,-5.067,-2.077,-5.246,1.244,-1.856,-0.058,0.145,0.231
3634,-5.115,-2.081,-5.839,1.244,-1.967,-0.057,0.159,0.231
3635,-5.098,-2.083,-6.215,1.262,-2.104,-0.059,0.18,0.235
3636,-5.019,-2.078,-6.381,1.297,-2.262,-0.066,0.207,0.241
3637,-4.884,-2.058,-6.371,1.345,-2.434,-0.078,0.239,0.25
3638,-4.701,-2.015,-6.232,1.399,-2.615,-0.094,0.274,0.26
3639,-4.481,-1.944,-6.019,1.454,-2.799,-0.114,0.311,0.27
3640,-4.231,-1.85,-5.79,1.507,-2.985,-0.136,0.348,0.28
3641,-3.963,-1.746,-5.604,1.554,-3.173,-0.158,0.386,0.288
3642,-3.691,-1.649,-5.518,1.593,-3.364,-0.18,0.422,0.296
3643,-3.434,-1.575,-5.573,1.624,-3.562,-0.2,0.458,0.302
3644,-3.211,-1.535,-5.784,1.648,-3.764,-0.216,0.493,0.306
3645,-3.032,-1.532,-6.133,1.666,-3.972,-0.225,0.528,0.31
3646,-2.902,-1.56,-6.571,1.681,-4.18,-0.228,0.561,0.313
3647,-2.814,-1.612,-7.028,1.696,-4.387,-0.225,0.595,0.316
3648,-2.756,-1.675,-7.437,1.713,-4.589,-0.218,0.627,0.319
3649,-2.711,-1.737,-7.74,1.736,-4.785,-0.209,0.661,0.324
3650,-2.665,-1.786,-7.909,1.765,-4.974,-0.201,0.694,0.329
3651,-2.606,-1.812,-7.943,1.801,-5.156,-0.199,0.727,0.336
3652,-2.527,-1.805,-7.869,1.845,-5.332,-0.202,0.761,0.344
3653,-2.431,-1.761,-7.731,1.895,-5.5,-0.211,0.794,0.353
3654,-2.325,-1.681,-7.577,1.95,-5.658,-0.224,0.825,0.363
3655,-2.222,-1.575,-7.452,2.006,-5.806,-0.237,0.854,0.374
3656,-2.128,-1.46,-7.383,2.062,-5.943,-0.247,0.88,0.384
3657,-2.049,-1.354,-7.378,2.115,-6.069,-0.252,0.904,0.394
3658,-1.981,-1.276,-7.422,2.166,-6.184,-0.25,0.925,0.404
3659,-1.919,-1.237,-7.488,2.214,-6.289,-0.242,0.944,0.413
3660,-1.859,-1.243,-7.542,2.261,-6.381,-0.23,0.96,0.421
3661,-1.797,-1.286,-7.559,2.305,-6.463,-0.217,0.975,0.43
3662,-1.733,-1.353,-7.532,2.348,-6.532,-0.205,0.988,0.437
3663,-1.666,-1.426,-7.476,2.385,-6.59,-0.196,1,0.444
3664,-1.598,-1.486,-7.421,2.416,-6.636,-0.192,1.009,0.45
3665,-1.528,-1.519,-7.404,2.438,-6.67,-0.191,1.016,0.454
3666,-1.46,-1.519,-7.456,2.451,-6.693,-0.192,1.019,0.457
3667,-1.405,-1.488,-7.588,2.456,-6.704,-0.193,1.02,0.458
3668,-1.373,-1.435,-7.785,2.457,-6.703,-0.192,1.018,0.458
3669,-1.379,-1.375,-8.004,2.456,-6.689,-0.19,1.013,0.458
3670,-1.428,-1.322,-8.176,2.458,-6.663,-0.186,1.006,0.459
3671,-1.522,-1.289,-8.223,2.463,-6.628,-0.181,0.999,0.46
3672,-1.649,-1.282,-8.077,2.471,-6.586,-0.176,0.993,0.461
3673,-1.793,-1.302,-7.697,2.484,-6.544,-0.172,0.989,0.463
3674,-1.933,-1.338,-7.088,2.501,-6.507,-0.172,0.989,0.466
3675,-2.046,-1.378,-6.3,2.524,-6.482,-0.174,0.993,0.469
3676,-2.115,-1.406,-5.422,2.557,-6.473,-0.18,1,0.475
3677,-2.133,-1.41,-4.563,2.601,-6.483,-0.189,1.011,0.482
3678,-2.105,-1.384,-3.834,2.66,-6.51,-0.201,1.024,0.492
3679,-2.046,-1.33,-3.325,2.733,-6.552,-0.213,1.037,0.505
3680,-1.974,-1.253,-3.096,2.82,-6.607,-0.226,1.05,0.521
3681,-1.907,-1.159,-3.168,2.919,-6.674,-0.238,1.062,0.539
3682,-1.854,-1.054,-3.53,3.022,-6.749,-0.248,1.072,0.559
3683,-1.812,-0.941,-4.151,3.123,-6.831,-0.255,1.08,0.578
3684,-1.777,-0.824,-4.991,3.215,-6.917,-0.258,1.087,0.596
3685,-1.74,-0.709,-6,3.291,-7.002,-0.256,1.092,0.612
3686,-1.701,-0.607,-7.124,3.35,-7.076,-0.249,1.094,0.624
3687,-1.666,-0.53,-8.29,3.391,-7.132,-0.235,1.092,0.633
3688,-1.64,-0.489,-9.41,3.421,-7.162,-0.216,1.086,0.64
3689,-1.631,-0.488,-10.383,3.444,-7.161,-0.193,1.075,0.645
3690,-1.639,-0.524,-11.111,3.466,-7.125,-0.168,1.061,0.65
3691,-1.66,-0.587,-11.515,3.49,-7.057,-0.146,1.044,0.655
3692,-1.69,-0.665,-11.56,3.519,-6.958,-0.131,1.024,0.661
3693,-1.729,-0.744,-11.261,3.55,-6.831,-0.123,1.004,0.666
3694,-1.788,-0.812,-10.684,3.58,-6.678,-0.123,0.981,0.671
3695,-1.882,-0.861,-9.925,3.604,-6.499,-0.13,0.956,0.675
3696,-2.027,-0.887,-9.082,3.62,-6.297,-0.141,0.928,0.677
3697,-2.229,-0.889,-8.232,3.625,-6.074,-0.154,0.895,0.676
3698,-2.477,-0.873,-7.412,3.619,-5.836,-0.165,0.86,0.674
3699,-2.745,-0.847,-6.62,3.602,-5.593,-0.172,0.824,0.67
3700,-2.997,-0.823,-5.823,3.573,-5.357,-0.173,0.789,0.664
3701,-3.201,-0.815,-4.981,3.535,-5.143,-0.17,0.758,0.656
3702,-3.343,-0.834,-4.071,3.49,-4.962,-0.162,0.735,0.646
3703,-3.43,-0.89,-3.11,3.443,-4.822,-0.152,0.72,0.636
3704,-3.484,-0.982,-2.157,3.397,-4.729,-0.142,0.713,0.627
3705,-3.531,-1.102,-1.309,3.359,-4.682,-0.136,0.714,0.619
3706,-3.585,-1.232,-0.67,3.332,-4.678,-0.135,0.721,0.613
3707,-3.646,-1.349,-0.331,3.319,-4.713,-0.138,0.731,0.61
3708,-3.693,-1.43,-0.347,3.317,-4.783,-0.147,0.744,0.61
3709,-3.704,-1.46,-0.725,3.325,-4.887,-0.161,0.759,0.612
3710,-3.658,-1.434,-1.425,3.337,-5.021,-0.176,0.775,0.615
3711,-3.549,-1.363,-2.38,3.348,-5.183,-0.192,0.795,0.618
3712,-3.382,-1.268,-3.505,3.355,-5.368,-0.207,0.816,0.621
3713,-3.173,-1.177,-4.724,3.356,-5.571,-0.219,0.841,0.622
3714,-2.938,-1.112,-5.975,3.35,-5.784,-0.228,0.866,0.622
3715,-2.696,-1.087,-7.214,3.338,-5.998,-0.233,0.892,0.622
3716,-2.46,-1.102,-8.405,3.32,-6.202,-0.234,0.917,0.62
3717,-2.246,-1.147,-9.513,3.298,-6.386,-0.231,0.94,0.617
3718,-2.066,-1.207,-10.504,3.273,-6.54,-0.224,0.958,0.613
3719,-1.93,-1.266,-11.335,3.248,-6.657,-0.217,0.97,0.61
3720,-1.844,-1.314,-11.958,3.223,-6.73,-0.211,0.977,0.606
3721,-1.812,-1.349,-12.325,3.2,-6.757,-0.208,0.978,0.602
3722,-1.833,-1.374,-12.393,3.177,-6.737,-0.211,0.974,0.597
3723,-1.901,-1.395,-12.135,3.152,-6.677,-0.219,0.965,0.592
3724,-2.007,-1.419,-11.552,3.123,-6.581,-0.23,0.954,0.586
3725,-2.14,-1.447,-10.675,3.089,-6.46,-0.242,0.941,0.579
3726,-2.288,-1.48,-9.558,3.052,-6.321,-0.251,0.927,0.571
3727,-2.443,-1.514,-8.279,3.017,-6.173,-0.253,0.913,0.563
3728,-2.599,-1.549,-6.923,2.987,-6.024,-0.248,0.9,0.556
3729,-2.753,-1.585,-5.58,2.968,-5.881,-0.236,0.889,0.551
3730,-2.902,-1.625,-4.339,2.962,-5.752,-0.219,0.878,0.549
3731,-3.042,-1.672,-3.285,2.968,-5.641,-0.203,0.869,0.549
3732,-3.165,-1.724,-2.491,2.986,-5.554,-0.189,0.862,0.551
3733,-3.263,-1.778,-2.016,3.011,-5.494,-0.181,0.856,0.555
3734,-3.332,-1.83,-1.892,3.04,-5.461,-0.179,0.851,0.561
3735,-3.372,-1.872,-2.124,3.071,-5.455,-0.183,0.848,0.566
3736,-3.388,-1.902,-2.683,3.1,-5.47,-0.189,0.844,0.572
3737,-3.389,-1.914,-3.504,3.127,-5.503,-0.196,0.841,0.578
3738,-3.384,-1.906,-4.496,3.153,-5.548,-0.201,0.839,0.584
3739,-3.377,-1.878,-5.549,3.181,-5.6,-0.203,0.837,0.591
3740,-3.365,-1.833,-6.547,3.212,-5.658,-0.202,0.837,0.597
3741,-3.34,-1.777,-7.382,3.249,-5.722,-0.2,0.839,0.605
3742,-3.293,-1.718,-7.971,3.293,-5.79,-0.198,0.845,0.614
3743,-3.211,-1.664,-8.265,3.346,-5.864,-0.198,0.856,0.624
3744,-3.089,-1.618,-8.262,3.407,-5.943,-0.202,0.871,0.636
3745,-2.929,-1.582,-7.996,3.475,-6.028,-0.211,0.89,0.648
3746,-2.74,-1.552,-7.536,3.551,-6.119,-0.226,0.911,0.662
3747,-2.541,-1.521,-6.968,3.632,-6.213,-0.244,0.935,0.676
3748,-2.354,-1.482,-6.38,3.719,-6.312,-0.263,0.96,0.691
3749,-2.199,-1.431,-5.854,3.81,-6.412,-0.279,0.984,0.708
3750,-2.088,-1.37,-5.453,3.905,-6.513,-0.29,1.007,0.725
3751,-2.019,-1.304,-5.226,4.001,-6.614,-0.297,1.029,0.742
3752,-1.98,-1.237,-5.21,4.092,-6.713,-0.298,1.047,0.759
3753,-1.957,-1.177,-5.422,4.175,-6.811,-0.295,1.063,0.775
3754,-1.935,-1.124,-5.862,4.242,-6.904,-0.29,1.076,0.788
3755,-1.907,-1.079,-6.496,4.292,-6.99,-0.284,1.085,0.798
3756,-1.874,-1.04,-7.261,4.324,-7.065,-0.277,1.091,0.805
3757,-1.836,-1.007,-8.065,4.34,-7.126,-0.269,1.093,0.81
3758,-1.796,-0.983,-8.812,4.347,-7.168,-0.26,1.093,0.812
3759,-1.753,-0.971,-9.412,4.35,-7.19,-0.25,1.091,0.814
3760,-1.706,-0.975,-9.807,4.355,-7.192,-0.24,1.087,0.815
3761,-1.655,-0.996,-9.974,4.365,-7.173,-0.229,1.082,0.817
3762,-1.606,-1.033,-9.925,4.378,-7.135,-0.218,1.075,0.82
3763,-1.57,-1.079,-9.698,4.393,-7.076,-0.209,1.067,0.822
3764,-1.561,-1.127,-9.336,4.407,-6.999,-0.201,1.056,0.824
3765,-1.591,-1.168,-8.875,4.418,-6.904,-0.194,1.043,0.825
3766,-1.668,-1.197,-8.344,4.425,-6.796,-0.187,1.029,0.826
3767,-1.792,-1.214,-7.764,4.429,-6.676,-0.181,1.013,0.826
3768,-1.955,-1.223,-7.155,4.433,-6.547,-0.175,0.995,0.825
3769,-2.145,-1.231,-6.549,4.438,-6.411,-0.169,0.977,0.826
3770,-2.35,-1.244,-5.985,4.448,-6.27,-0.163,0.957,0.827
3771,-2.557,-1.267,-5.51,4.462,-6.128,-0.158,0.935,0.828
3772,-2.758,-1.3,-5.171,4.48,-5.985,-0.152,0.912,0.831
3773,-2.946,-1.337,-5.008,4.498,-5.847,-0.145,0.889,0.834
3774,-3.115,-1.371,-5.037,4.514,-5.717,-0.136,0.864,0.837
3775,-3.256,-1.392,-5.243,4.527,-5.596,-0.124,0.84,0.84
3776,-3.36,-1.395,-5.579,4.538,-5.487,-0.109,0.816,0.843
3777,-3.42,-1.379,-5.969,4.549,-5.389,-0.093,0.793,0.845
3778,-3.438,-1.349,-6.329,4.565,-5.299,-0.077,0.772,0.849
3779,-3.421,-1.31,-6.587,4.587,-5.214,-0.065,0.754,0.853
3780,-3.384,-1.271,-6.705,4.618,-5.133,-0.057,0.737,0.859
3781,-3.344,-1.239,-6.687,4.654,-5.052,-0.056,0.722,0.866
