'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
2086,3.397,0.001,-0.36,1.044,-1.835,0.09,0.34,0.196
2087,3.371,0.017,-0.418,1.047,-1.837,0.096,0.339,0.196
2088,3.332,0.026,-0.467,1.049,-1.83,0.101,0.337,0.197
2089,3.285,0.021,-0.509,1.054,-1.817,0.105,0.334,0.198
2090,3.239,0.003,-0.542,1.061,-1.798,0.107,0.33,0.199
2091,3.199,-0.024,-0.558,1.067,-1.774,0.108,0.326,0.2
2092,3.169,-0.053,-0.552,1.073,-1.745,0.107,0.32,0.201
2093,3.147,-0.075,-0.52,1.075,-1.711,0.106,0.314,0.202
2094,3.129,-0.086,-0.471,1.074,-1.673,0.104,0.308,0.201
2095,3.11,-0.087,-0.418,1.071,-1.631,0.101,0.301,0.201
2096,3.085,-0.081,-0.378,1.067,-1.59,0.097,0.294,0.2
2097,3.053,-0.074,-0.365,1.061,-1.551,0.093,0.287,0.199
2098,3.019,-0.069,-0.383,1.054,-1.516,0.09,0.28,0.197
2099,2.984,-0.068,-0.429,1.045,-1.486,0.087,0.274,0.196
2100,2.951,-0.069,-0.494,1.034,-1.458,0.086,0.268,0.194
2101,2.921,-0.069,-0.566,1.02,-1.429,0.086,0.261,0.191
2102,2.891,-0.065,-0.637,1.003,-1.397,0.086,0.254,0.188
2103,2.859,-0.055,-0.698,0.983,-1.359,0.086,0.246,0.185
2104,2.822,-0.038,-0.741,0.96,-1.313,0.086,0.237,0.181
2105,2.781,-0.016,-0.757,0.937,-1.259,0.086,0.227,0.176
2106,2.739,0.005,-0.739,0.915,-1.197,0.086,0.216,0.172
2107,2.7,0.021,-0.683,0.895,-1.128,0.089,0.204,0.168
2108,2.669,0.028,-0.601,0.878,-1.053,0.094,0.191,0.165
2109,2.648,0.025,-0.513,0.865,-0.975,0.102,0.178,0.162
2110,2.637,0.014,-0.448,0.853,-0.895,0.112,0.164,0.16
2111,2.631,-0.001,-0.432,0.843,-0.817,0.123,0.15,0.158
2112,2.625,-0.015,-0.481,0.831,-0.742,0.135,0.135,0.156
2113,2.61,-0.024,-0.586,0.816,-0.671,0.145,0.12,0.153
2114,2.58,-0.025,-0.723,0.794,-0.602,0.153,0.105,0.15
2115,2.529,-0.02,-0.849,0.768,-0.531,0.159,0.09,0.145
2116,2.458,-0.01,-0.92,0.739,-0.456,0.163,0.075,0.14
2117,2.372,-0.002,-0.903,0.708,-0.373,0.167,0.06,0.134
2118,2.282,0,-0.786,0.679,-0.28,0.17,0.044,0.128
2119,2.197,-0.011,-0.584,0.653,-0.179,0.175,0.029,0.123
2120,2.125,-0.036,-0.339,0.629,-0.076,0.18,0.013,0.118
2121,2.064,-0.074,-0.11,0.609,0.022,0.185,-0.001,0.114
2122,2.01,-0.119,0.052,0.592,0.111,0.19,-0.015,0.111
2123,1.954,-0.164,0.114,0.578,0.185,0.194,-0.028,0.108
2124,1.891,-0.202,0.078,0.569,0.245,0.198,-0.04,0.106
2125,1.817,-0.228,-0.024,0.564,0.292,0.202,-0.05,0.106
2126,1.738,-0.24,-0.142,0.562,0.331,0.207,-0.059,0.105
2127,1.663,-0.243,-0.226,0.562,0.368,0.212,-0.067,0.106
2128,1.603,-0.242,-0.247,0.564,0.404,0.217,-0.075,0.106
2129,1.568,-0.241,-0.206,0.566,0.441,0.222,-0.081,0.106
2130,1.563,-0.248,-0.133,0.567,0.479,0.226,-0.087,0.106
2131,1.588,-0.262,-0.077,0.567,0.515,0.228,-0.093,0.106
2132,1.637,-0.285,-0.087,0.566,0.547,0.228,-0.099,0.106
2133,1.697,-0.313,-0.191,0.565,0.573,0.226,-0.105,0.106
2134,1.758,-0.339,-0.391,0.562,0.589,0.224,-0.111,0.106
2135,1.808,-0.356,-0.664,0.56,0.596,0.22,-0.117,0.106
2136,1.841,-0.36,-0.968,0.557,0.595,0.218,-0.121,0.106
2137,1.855,-0.349,-1.255,0.553,0.588,0.217,-0.125,0.106
2138,1.854,-0.328,-1.484,0.549,0.58,0.217,-0.127,0.105
2139,1.84,-0.306,-1.627,0.544,0.574,0.219,-0.128,0.105
2140,1.819,-0.29,-1.677,0.541,0.574,0.222,-0.129,0.104
2141,1.797,-0.286,-1.638,0.538,0.581,0.224,-0.129,0.104
2142,1.778,-0.298,-1.523,0.539,0.594,0.225,-0.13,0.104
2143,1.766,-0.323,-1.349,0.543,0.61,0.224,-0.13,0.104
2144,1.763,-0.356,-1.128,0.552,0.627,0.222,-0.13,0.105
2145,1.771,-0.388,-0.875,0.566,0.642,0.218,-0.129,0.108
2146,1.788,-0.413,-0.605,0.582,0.65,0.214,-0.126,0.11
2147,1.815,-0.424,-0.345,0.599,0.65,0.211,-0.122,0.113
2148,1.849,-0.42,-0.128,0.614,0.64,0.209,-0.117,0.115
2149,1.89,-0.406,0.009,0.624,0.618,0.209,-0.11,0.117
2150,1.938,-0.385,0.036,0.629,0.585,0.209,-0.104,0.118
2151,1.995,-0.361,-0.058,0.63,0.541,0.209,-0.097,0.118
2152,2.062,-0.339,-0.252,0.628,0.49,0.209,-0.091,0.118
2153,2.137,-0.32,-0.498,0.625,0.437,0.206,-0.085,0.118
2154,2.22,-0.304,-0.736,0.625,0.387,0.202,-0.079,0.118
2155,2.307,-0.289,-0.907,0.626,0.347,0.196,-0.074,0.119
2156,2.393,-0.274,-0.971,0.63,0.319,0.19,-0.07,0.12
2157,2.471,-0.256,-0.916,0.634,0.304,0.184,-0.067,0.12
2158,2.535,-0.239,-0.759,0.638,0.301,0.18,-0.063,0.121
2159,2.581,-0.221,-0.54,0.643,0.305,0.178,-0.061,0.121
2160,2.605,-0.207,-0.315,0.648,0.31,0.177,-0.058,0.122
2161,2.606,-0.194,-0.14,0.655,0.311,0.178,-0.056,0.123
2162,2.585,-0.182,-0.06,0.663,0.305,0.18,-0.053,0.124
2163,2.545,-0.17,-0.096,0.675,0.293,0.18,-0.052,0.126
2164,2.494,-0.154,-0.239,0.688,0.279,0.18,-0.051,0.129
2165,2.438,-0.135,-0.455,0.703,0.266,0.178,-0.052,0.132
2166,2.385,-0.113,-0.693,0.718,0.26,0.176,-0.055,0.136
2167,2.343,-0.093,-0.901,0.732,0.265,0.173,-0.059,0.138
2168,2.316,-0.079,-1.036,0.743,0.28,0.17,-0.064,0.141
2169,2.304,-0.073,-1.077,0.749,0.304,0.168,-0.069,0.142
2170,2.303,-0.075,-1.023,0.751,0.334,0.165,-0.074,0.142
2171,2.309,-0.082,-0.892,0.746,0.366,0.162,-0.078,0.141
2172,2.318,-0.091,-0.715,0.736,0.395,0.159,-0.08,0.139
2173,2.329,-0.101,-0.527,0.719,0.418,0.155,-0.082,0.135
2174,2.343,-0.11,-0.365,0.697,0.434,0.151,-0.082,0.131
2175,2.364,-0.12,-0.258,0.673,0.443,0.146,-0.082,0.126
2176,2.391,-0.132,-0.224,0.649,0.448,0.142,-0.082,0.122
2177,2.422,-0.143,-0.264,0.628,0.452,0.136,-0.084,0.118
2178,2.451,-0.151,-0.363,0.616,0.458,0.131,-0.086,0.116
2179,2.47,-0.154,-0.494,0.613,0.47,0.126,-0.091,0.116
2180,2.474,-0.149,-0.622,0.621,0.492,0.124,-0.097,0.117
2181,2.458,-0.134,-0.715,0.638,0.523,0.125,-0.104,0.121
2182,2.424,-0.111,-0.752,0.66,0.565,0.131,-0.112,0.125
2183,2.376,-0.081,-0.732,0.683,0.613,0.139,-0.121,0.129
2184,2.318,-0.048,-0.672,0.702,0.665,0.15,-0.13,0.133
2185,2.254,-0.017,-0.595,0.717,0.717,0.16,-0.138,0.135
2186,2.189,0.004,-0.523,0.724,0.768,0.168,-0.147,0.136
2187,2.128,0.009,-0.465,0.724,0.818,0.174,-0.155,0.136
2188,2.073,-0.003,-0.42,0.72,0.868,0.178,-0.163,0.135
2189,2.025,-0.031,-0.382,0.713,0.92,0.182,-0.173,0.134
2190,1.982,-0.065,-0.345,0.706,0.977,0.186,-0.183,0.133
2191,1.937,-0.095,-0.312,0.702,1.036,0.192,-0.193,0.132
2192,1.887,-0.11,-0.294,0.701,1.096,0.2,-0.204,0.132
2193,1.831,-0.106,-0.31,0.705,1.155,0.207,-0.215,0.132
2194,1.772,-0.085,-0.373,0.711,1.211,0.212,-0.226,0.134
2195,1.717,-0.055,-0.483,0.718,1.262,0.214,-0.238,0.135
2196,1.674,-0.027,-0.624,0.725,1.307,0.213,-0.248,0.137
2197,1.646,-0.009,-0.764,0.729,1.346,0.21,-0.258,0.138
2198,1.635,-0.006,-0.87,0.73,1.378,0.206,-0.265,0.138
2199,1.638,-0.019,-0.924,0.727,1.401,0.203,-0.271,0.138
2200,1.651,-0.045,-0.924,0.72,1.416,0.202,-0.273,0.136
2201,1.669,-0.079,-0.888,0.713,1.419,0.204,-0.274,0.135
2202,1.689,-0.118,-0.834,0.707,1.411,0.206,-0.271,0.134
2203,1.708,-0.156,-0.776,0.706,1.391,0.208,-0.267,0.133
2204,1.726,-0.187,-0.712,0.71,1.36,0.209,-0.26,0.134
2205,1.746,-0.206,-0.629,0.721,1.318,0.208,-0.251,0.136
2206,1.77,-0.208,-0.508,0.739,1.268,0.203,-0.239,0.139
2207,1.8,-0.192,-0.34,0.761,1.211,0.194,-0.226,0.143
2208,1.838,-0.161,-0.131,0.784,1.148,0.182,-0.211,0.147
2209,1.887,-0.118,0.091,0.805,1.077,0.166,-0.194,0.15
2210,1.947,-0.07,0.283,0.821,0.995,0.148,-0.176,0.153
2211,2.022,-0.022,0.396,0.832,0.9,0.129,-0.157,0.155
2212,2.112,0.021,0.397,0.839,0.791,0.111,-0.136,0.156
2213,2.221,0.057,0.278,0.846,0.666,0.096,-0.115,0.158
2214,2.349,0.085,0.064,0.858,0.526,0.084,-0.092,0.16
2215,2.498,0.108,-0.202,0.88,0.374,0.075,-0.068,0.165
2216,2.664,0.13,-0.473,0.913,0.214,0.068,-0.043,0.171
2217,2.844,0.156,-0.715,0.958,0.052,0.063,-0.016,0.18
2218,3.028,0.186,-0.91,1.012,-0.107,0.058,0.01,0.191
2219,3.205,0.218,-1.056,1.068,-0.255,0.054,0.035,0.201
2220,3.362,0.248,-1.155,1.121,-0.385,0.049,0.058,0.211
2221,3.489,0.273,-1.205,1.163,-0.491,0.046,0.077,0.219
2222,3.578,0.29,-1.201,1.191,-0.57,0.046,0.092,0.225
2223,3.628,0.299,-1.139,1.203,-0.622,0.048,0.102,0.227
2224,3.642,0.3,-1.015,1.2,-0.65,0.054,0.11,0.226
2225,3.629,0.293,-0.838,1.185,-0.658,0.063,0.114,0.223
2226,3.597,0.28,-0.626,1.161,-0.652,0.072,0.116,0.218
2227,3.557,0.264,-0.406,1.133,-0.636,0.082,0.116,0.212
2228,3.515,0.246,-0.209,1.107,-0.616,0.09,0.116,0.207
2229,3.478,0.23,-0.062,1.085,-0.596,0.097,0.114,0.203
2230,3.449,0.215,0.015,1.069,-0.578,0.103,0.112,0.199
2231,3.427,0.203,0.016,1.058,-0.564,0.109,0.109,0.197
2232,3.411,0.191,-0.053,1.048,-0.55,0.116,0.106,0.196
2233,3.398,0.178,-0.176,1.038,-0.533,0.125,0.101,0.194
2234,3.386,0.163,-0.331,1.024,-0.511,0.136,0.094,0.192
2235,3.374,0.146,-0.494,1.005,-0.48,0.148,0.086,0.188
2236,3.362,0.13,-0.639,0.983,-0.438,0.16,0.076,0.185
2237,3.35,0.116,-0.741,0.96,-0.388,0.17,0.065,0.181
2238,3.34,0.108,-0.779,0.94,-0.329,0.178,0.054,0.177
2239,3.329,0.108,-0.743,0.923,-0.265,0.184,0.042,0.174
2240,3.317,0.116,-0.638,0.909,-0.196,0.187,0.031,0.171
2241,3.299,0.131,-0.489,0.898,-0.125,0.188,0.02,0.169
2242,3.276,0.148,-0.337,0.886,-0.052,0.186,0.009,0.166
2243,3.246,0.161,-0.232,0.87,0.021,0.182,-0.003,0.163
2244,3.207,0.164,-0.22,0.85,0.094,0.175,-0.017,0.159
2245,3.158,0.154,-0.324,0.823,0.167,0.168,-0.032,0.154
2246,3.097,0.134,-0.537,0.791,0.242,0.162,-0.049,0.149
2247,3.024,0.108,-0.814,0.754,0.322,0.158,-0.068,0.142
2248,2.939,0.085,-1.092,0.717,0.408,0.156,-0.089,0.136
2249,2.844,0.072,-1.305,0.679,0.503,0.157,-0.11,0.129
2250,2.742,0.07,-1.406,0.643,0.607,0.16,-0.131,0.123
2251,2.639,0.077,-1.376,0.608,0.719,0.163,-0.151,0.116
2252,2.538,0.084,-1.226,0.574,0.837,0.165,-0.17,0.11
2253,2.445,0.083,-0.999,0.54,0.958,0.166,-0.189,0.103
2254,2.362,0.069,-0.754,0.506,1.079,0.165,-0.208,0.096
2255,2.287,0.041,-0.552,0.471,1.198,0.164,-0.227,0.089
2256,2.216,0.004,-0.44,0.436,1.31,0.162,-0.246,0.083
2257,2.143,-0.035,-0.439,0.403,1.413,0.16,-0.265,0.076
2258,2.068,-0.074,-0.544,0.371,1.506,0.159,-0.284,0.071
2259,1.992,-0.112,-0.728,0.343,1.59,0.159,-0.303,0.066
2260,1.919,-0.151,-0.944,0.319,1.667,0.16,-0.321,0.062
2261,1.859,-0.195,-1.143,0.301,1.741,0.163,-0.337,0.059
2262,1.816,-0.242,-1.275,0.288,1.814,0.167,-0.353,0.056
2263,1.792,-0.288,-1.306,0.278,1.89,0.17,-0.368,0.055
2264,1.783,-0.326,-1.219,0.269,1.97,0.173,-0.381,0.053
2265,1.78,-0.349,-1.028,0.26,2.052,0.175,-0.394,0.051
2266,1.774,-0.353,-0.772,0.248,2.135,0.175,-0.405,0.048
2267,1.756,-0.337,-0.511,0.234,2.214,0.172,-0.415,0.045
2268,1.721,-0.305,-0.309,0.216,2.286,0.168,-0.425,0.041
2269,1.67,-0.266,-0.216,0.197,2.35,0.161,-0.436,0.038
2270,1.61,-0.231,-0.252,0.177,2.407,0.155,-0.447,0.034
2271,1.551,-0.207,-0.403,0.158,2.457,0.15,-0.459,0.031
2272,1.502,-0.201,-0.628,0.14,2.502,0.147,-0.471,0.028
2273,1.47,-0.212,-0.879,0.123,2.545,0.148,-0.483,0.025
2274,1.457,-0.234,-1.114,0.108,2.584,0.152,-0.494,0.023
2275,1.457,-0.262,-1.303,0.093,2.622,0.158,-0.504,0.02
2276,1.46,-0.288,-1.428,0.078,2.658,0.163,-0.513,0.018
2277,1.455,-0.312,-1.474,0.063,2.693,0.168,-0.52,0.015
2278,1.432,-0.334,-1.431,0.047,2.731,0.17,-0.527,0.012
2279,1.386,-0.356,-1.3,0.031,2.772,0.169,-0.532,0.009
2280,1.32,-0.379,-1.095,0.011,2.817,0.167,-0.537,0.005
2281,1.239,-0.402,-0.849,-0.013,2.866,0.165,-0.542,0
2282,1.152,-0.422,-0.612,-0.039,2.918,0.164,-0.548,-0.005
2283,1.069,-0.436,-0.44,-0.066,2.97,0.166,-0.555,-0.011
2284,0.997,-0.441,-0.372,-0.088,3.02,0.17,-0.563,-0.015
2285,0.943,-0.438,-0.419,-0.101,3.063,0.177,-0.572,-0.017
2286,0.909,-0.427,-0.557,-0.101,3.1,0.186,-0.581,-0.017
2287,0.896,-0.415,-0.731,-0.089,3.129,0.196,-0.589,-0.014
2288,0.903,-0.408,-0.881,-0.068,3.152,0.205,-0.596,-0.01
2289,0.925,-0.41,-0.954,-0.045,3.172,0.214,-0.601,-0.006
2290,0.956,-0.421,-0.927,-0.027,3.19,0.22,-0.604,-0.003
2291,0.989,-0.438,-0.814,-0.022,3.21,0.223,-0.605,-0.002
2292,1.015,-0.455,-0.66,-0.031,3.23,0.223,-0.607,-0.004
2293,1.029,-0.466,-0.528,-0.054,3.252,0.22,-0.608,-0.008
2294,1.028,-0.467,-0.47,-0.087,3.273,0.216,-0.611,-0.015
2295,1.009,-0.461,-0.514,-0.125,3.291,0.212,-0.616,-0.022
2296,0.976,-0.449,-0.648,-0.163,3.304,0.208,-0.62,-0.028
2297,0.932,-0.435,-0.835,-0.197,3.31,0.207,-0.624,-0.034
2298,0.882,-0.421,-1.029,-0.223,3.311,0.207,-0.628,-0.039
2299,0.83,-0.408,-1.191,-0.239,3.307,0.21,-0.63,-0.042
2300,0.78,-0.396,-1.304,-0.243,3.301,0.214,-0.631,-0.042
2301,0.733,-0.385,-1.37,-0.237,3.296,0.217,-0.631,-0.041
2302,0.686,-0.375,-1.404,-0.224,3.294,0.219,-0.631,-0.039
2303,0.636,-0.371,-1.423,-0.208,3.297,0.22,-0.632,-0.036
2304,0.58,-0.372,-1.432,-0.197,3.308,0.219,-0.634,-0.034
2305,0.517,-0.381,-1.423,-0.196,3.326,0.219,-0.637,-0.033
2306,0.449,-0.393,-1.377,-0.206,3.351,0.22,-0.641,-0.035
2307,0.38,-0.406,-1.283,-0.227,3.38,0.225,-0.645,-0.039
2308,0.314,-0.415,-1.142,-0.255,3.409,0.232,-0.648,-0.045
2309,0.258,-0.415,-0.98,-0.285,3.43,0.239,-0.649,-0.051
2310,0.216,-0.406,-0.831,-0.312,3.434,0.244,-0.647,-0.056
2311,0.196,-0.392,-0.733,-0.333,3.409,0.246,-0.641,-0.06
2312,0.201,-0.376,-0.709,-0.342,3.346,0.242,-0.629,-0.062
2313,0.237,-0.365,-0.763,-0.339,3.239,0.235,-0.61,-0.061
2314,0.307,-0.358,-0.88,-0.321,3.089,0.225,-0.584,-0.057
2315,0.413,-0.355,-1.03,-0.289,2.903,0.216,-0.552,-0.051
2316,0.555,-0.347,-1.176,-0.246,2.696,0.208,-0.516,-0.043
2317,0.726,-0.327,-1.279,-0.196,2.483,0.203,-0.478,-0.034
2318,0.918,-0.292,-1.308,-0.145,2.278,0.201,-0.44,-0.024
2319,1.123,-0.248,-1.238,-0.098,2.09,0.201,-0.404,-0.015
2320,1.33,-0.205,-1.068,-0.058,1.918,0.2,-0.369,-0.008
2321,1.529,-0.175,-0.817,-0.028,1.758,0.197,-0.335,-0.003
2322,1.716,-0.167,-0.526,-0.008,1.602,0.19,-0.302,0
2323,1.893,-0.179,-0.251,0.005,1.438,0.179,-0.267,0.002
2324,2.062,-0.202,-0.04,0.014,1.258,0.165,-0.23,0.003
2325,2.231,-0.222,0.072,0.021,1.058,0.15,-0.191,0.005
2326,2.406,-0.226,0.079,0.03,0.835,0.135,-0.15,0.006
2327,2.589,-0.208,-0.004,0.044,0.595,0.123,-0.106,0.009
2328,2.779,-0.171,-0.146,0.062,0.346,0.115,-0.062,0.013
2329,2.971,-0.123,-0.307,0.084,0.099,0.112,-0.019,0.017
2330,3.156,-0.081,-0.449,0.108,-0.134,0.113,0.022,0.022
2331,3.327,-0.056,-0.542,0.132,-0.344,0.116,0.06,0.026
2332,3.478,-0.057,-0.566,0.155,-0.524,0.121,0.093,0.031
2333,3.606,-0.083,-0.517,0.173,-0.674,0.126,0.122,0.034
2334,3.712,-0.129,-0.407,0.187,-0.796,0.13,0.146,0.036
2335,3.796,-0.183,-0.263,0.196,-0.895,0.133,0.167,0.038
2336,3.86,-0.232,-0.124,0.202,-0.974,0.134,0.183,0.039
2337,3.904,-0.268,-0.03,0.204,-1.039,0.133,0.197,0.039
2338,3.927,-0.284,-0.011,0.204,-1.095,0.131,0.208,0.039
2339,3.932,-0.281,-0.084,0.205,-1.143,0.129,0.215,0.039
2340,3.918,-0.263,-0.237,0.206,-1.186,0.127,0.221,0.04
2341,3.888,-0.237,-0.437,0.208,-1.224,0.123,0.225,0.04
2342,3.847,-0.212,-0.635,0.211,-1.257,0.118,0.228,0.041
2343,3.801,-0.193,-0.78,0.214,-1.285,0.112,0.231,0.042
2344,3.755,-0.184,-0.834,0.218,-1.306,0.105,0.234,0.043
2345,3.716,-0.19,-0.786,0.222,-1.32,0.098,0.238,0.043
2346,3.687,-0.21,-0.65,0.227,-1.326,0.092,0.241,0.044
2347,3.667,-0.242,-0.462,0.236,-1.324,0.087,0.243,0.045
2348,3.651,-0.284,-0.264,0.249,-1.313,0.085,0.244,0.048
2349,3.633,-0.326,-0.098,0.265,-1.294,0.084,0.243,0.05
2350,3.607,-0.359,0.011,0.281,-1.269,0.083,0.24,0.053
2351,3.57,-0.374,0.053,0.295,-1.237,0.08,0.235,0.056
2352,3.523,-0.363,0.029,0.302,-1.202,0.076,0.228,0.057
2353,3.471,-0.326,-0.055,0.301,-1.166,0.069,0.22,0.057
2354,3.417,-0.271,-0.186,0.291,-1.13,0.062,0.211,0.055
2355,3.369,-0.208,-0.349,0.277,-1.095,0.054,0.203,0.053
2356,3.33,-0.148,-0.523,0.261,-1.061,0.048,0.193,0.05
2357,3.299,-0.102,-0.686,0.247,-1.023,0.044,0.184,0.048
2358,3.274,-0.076,-0.815,0.239,-0.98,0.042,0.174,0.047
2359,3.25,-0.072,-0.894,0.235,-0.929,0.044,0.163,0.046
2360,3.222,-0.086,-0.915,0.235,-0.867,0.047,0.151,0.046
2361,3.183,-0.113,-0.882,0.235,-0.792,0.053,0.138,0.046
2362,3.131,-0.141,-0.803,0.235,-0.705,0.06,0.123,0.046
2363,3.064,-0.163,-0.695,0.234,-0.607,0.068,0.106,0.045
2364,2.982,-0.173,-0.574,0.233,-0.499,0.076,0.088,0.045
2365,2.883,-0.17,-0.459,0.236,-0.385,0.083,0.069,0.045
2366,2.772,-0.162,-0.362,0.244,-0.271,0.089,0.049,0.047
2367,2.652,-0.157,-0.298,0.259,-0.158,0.094,0.029,0.049
2368,2.531,-0.163,-0.282,0.279,-0.05,0.099,0.009,0.053
2369,2.414,-0.183,-0.327,0.302,0.055,0.105,-0.011,0.057
2370,2.304,-0.217,-0.438,0.321,0.161,0.112,-0.032,0.061
2371,2.198,-0.256,-0.596,0.334,0.276,0.123,-0.056,0.064
2372,2.09,-0.293,-0.761,0.336,0.406,0.135,-0.083,0.065
2373,1.97,-0.319,-0.876,0.328,0.557,0.149,-0.113,0.063
2374,1.832,-0.329,-0.887,0.311,0.729,0.161,-0.145,0.06
2375,1.672,-0.32,-0.77,0.29,0.918,0.172,-0.178,0.056
2376,1.493,-0.298,-0.54,0.268,1.115,0.179,-0.211,0.052
2377,1.303,-0.267,-0.255,0.25,1.307,0.183,-0.243,0.048
2378,1.113,-0.234,0.001,0.238,1.483,0.185,-0.271,0.045
2379,0.935,-0.206,0.142,0.232,1.631,0.184,-0.296,0.044
2380,0.777,-0.187,0.107,0.229,1.747,0.182,-0.318,0.043
2381,0.645,-0.18,-0.122,0.227,1.831,0.178,-0.338,0.043
2382,0.539,-0.187,-0.518,0.223,1.89,0.175,-0.355,0.043
2383,0.455,-0.204,-1.007,0.217,1.935,0.172,-0.371,0.043
2384,0.384,-0.227,-1.493,0.209,1.977,0.172,-0.387,0.042
2385,0.319,-0.251,-1.879,0.201,2.024,0.174,-0.402,0.041
2386,0.253,-0.269,-2.096,0.197,2.083,0.179,-0.417,0.041
2387,0.183,-0.278,-2.119,0.198,2.154,0.184,-0.43,0.041
2388,0.11,-0.276,-1.968,0.207,2.233,0.19,-0.443,0.043
2389,0.04,-0.268,-1.697,0.223,2.314,0.193,-0.453,0.045
2390,-0.02,-0.258,-1.377,0.244,2.387,0.194,-0.462,0.049
2391,-0.063,-0.252,-1.072,0.269,2.443,0.193,-0.467,0.053
2392,-0.087,-0.256,-0.83,0.292,2.473,0.19,-0.469,0.057
2393,-0.097,-0.267,-0.675,0.311,2.472,0.188,-0.466,0.06
2394,-0.101,-0.284,-0.608,0.323,2.434,0.187,-0.458,0.062
2395,-0.104,-0.299,-0.616,0.329,2.36,0.189,-0.444,0.063
2396,-0.111,-0.31,-0.667,0.331,2.253,0.193,-0.425,0.063
2397,-0.117,-0.312,-0.726,0.334,2.117,0.197,-0.401,0.064
2398,-0.113,-0.306,-0.757,0.344,1.96,0.2,-0.372,0.066
2399,-0.088,-0.293,-0.734,0.365,1.791,0.2,-0.34,0.07
2400,-0.029,-0.276,-0.654,0.4,1.616,0.196,-0.306,0.076
2401,0.07,-0.257,-0.531,0.446,1.44,0.188,-0.272,0.085
2402,0.212,-0.239,-0.391,0.501,1.266,0.176,-0.237,0.095
2403,0.39,-0.223,-0.263,0.558,1.091,0.162,-0.202,0.105
2404,0.597,-0.207,-0.169,0.613,0.909,0.147,-0.167,0.115
2405,0.818,-0.186,-0.12,0.661,0.715,0.133,-0.13,0.124
2406,1.042,-0.156,-0.121,0.703,0.502,0.122,-0.091,0.132
2407,1.264,-0.115,-0.17,0.74,0.264,0.116,-0.047,0.139
2408,1.482,-0.064,-0.261,0.775,0.001,0.114,0,0.145
2409,1.702,-0.01,-0.383,0.813,-0.283,0.115,0.051,0.152
2410,1.93,0.038,-0.521,0.853,-0.578,0.119,0.104,0.16
2411,2.17,0.072,-0.655,0.896,-0.875,0.122,0.157,0.168
2412,2.42,0.089,-0.766,0.94,-1.164,0.124,0.209,0.177
2413,2.669,0.089,-0.836,0.983,-1.436,0.122,0.258,0.185
2414,2.904,0.076,-0.85,1.024,-1.688,0.118,0.305,0.193
2415,3.107,0.06,-0.797,1.06,-1.917,0.11,0.349,0.199
2416,3.266,0.051,-0.673,1.091,-2.123,0.101,0.389,0.205
2417,3.378,0.059,-0.487,1.119,-2.306,0.09,0.425,0.21
2418,3.449,0.088,-0.261,1.143,-2.466,0.078,0.459,0.214
2419,3.492,0.137,-0.029,1.163,-2.603,0.064,0.487,0.217
2420,3.524,0.199,0.167,1.18,-2.721,0.051,0.512,0.22
2421,3.555,0.264,0.29,1.192,-2.821,0.039,0.533,0.222
2422,3.591,0.319,0.315,1.198,-2.909,0.03,0.549,0.223
2423,3.628,0.352,0.238,1.198,-2.989,0.027,0.563,0.223
2424,3.656,0.358,0.075,1.193,-3.061,0.029,0.574,0.222
2425,3.664,0.332,-0.138,1.185,-3.127,0.036,0.583,0.221
2426,3.647,0.28,-0.356,1.177,-3.182,0.046,0.59,0.22
2427,3.603,0.21,-0.533,1.171,-3.223,0.057,0.595,0.219
2428,3.536,0.135,-0.63,1.168,-3.246,0.065,0.598,0.219
2429,3.452,0.07,-0.624,1.168,-3.25,0.069,0.599,0.219
2430,3.356,0.024,-0.516,1.171,-3.237,0.067,0.598,0.219
2431,3.254,0.003,-0.325,1.174,-3.21,0.061,0.596,0.22
2432,3.15,0.006,-0.089,1.173,-3.177,0.052,0.593,0.219
2433,3.048,0.024,0.141,1.167,-3.144,0.043,0.59,0.217
2434,2.952,0.048,0.316,1.154,-3.117,0.036,0.588,0.215
2435,2.866,0.064,0.399,1.133,-3.097,0.032,0.585,0.211
2436,2.793,0.064,0.375,1.106,-3.085,0.032,0.583,0.206
2437,2.736,0.043,0.252,1.074,-3.077,0.034,0.58,0.2
2438,2.695,0.002,0.064,1.038,-3.07,0.035,0.575,0.194
2439,2.666,-0.051,-0.145,1.002,-3.058,0.036,0.57,0.187
2440,2.646,-0.108,-0.329,0.97,-3.041,0.035,0.564,0.182
2441,2.625,-0.159,-0.451,0.945,-3.017,0.034,0.558,0.177
2442,2.596,-0.198,-0.492,0.928,-2.988,0.035,0.552,0.174
2443,2.554,-0.224,-0.458,0.921,-2.957,0.04,0.547,0.173
2444,2.496,-0.239,-0.366,0.923,-2.928,0.049,0.543,0.173
2445,2.427,-0.248,-0.246,0.929,-2.905,0.062,0.54,0.174
2446,2.356,-0.256,-0.12,0.936,-2.893,0.077,0.54,0.175
2447,2.294,-0.265,-0.01,0.942,-2.894,0.091,0.542,0.176
2448,2.251,-0.274,0.07,0.943,-2.909,0.1,0.546,0.176
2449,2.231,-0.281,0.113,0.941,-2.937,0.102,0.552,0.175
2450,2.234,-0.281,0.119,0.937,-2.975,0.098,0.559,0.175
2451,2.254,-0.276,0.103,0.936,-3.018,0.089,0.566,0.175
2452,2.286,-0.267,0.086,0.941,-3.061,0.078,0.574,0.176
2453,2.322,-0.258,0.092,0.956,-3.101,0.069,0.582,0.178
